Performance,Video URL
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
0.5193170768,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
0.4126993311,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.3991417314,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
1.793499193,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
0.7783445792,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
0.4223720146,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
0.2206769878,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
0.6975901017,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
0.6114017867,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
0.3517654969,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
0.4022784458,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
0.01996238775,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
1.086094116,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
0.9655739027,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
1.080963702,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
1.560640626,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
1.270811076,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
0.9064066206,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
0.8484303432,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.149411454,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
0.8290127078,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
0.6063069111,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.1858251982,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
0.443006685,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
0.1497929448,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
1.374972255,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
1.008132658,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
0.8578044762,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
1.634109804,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
0.9413422286,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
0.8337647869,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
1.66481255,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
1.062519459,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
0.001978466656,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
1.654505542,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
1.128580146,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
0.03294508414,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
0.4126684437,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
1.396782128,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
0.3328181462,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
0.07595748794,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
0.7489423872,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
0.7373066637,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
1.602889868,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
1.030239819,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
1.656701615,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
0.564451567,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
0.6089677631,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
0.992353346,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
0.1159126424,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
1.561292865,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
0.5135335126,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
1.442617636,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
0.8483312521,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
1.427075,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.1130331813,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
1.392862498,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
1.214476576,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
1.75092224,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
1.215880008,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
1.40200583,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
1.065584363,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
0.9049408752,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
1.497632159,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
0.6618553571,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
0.143026119,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
0.133427789,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
0.9790540409,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
0.2682287514,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
0.3506881303,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
0.0807203559,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
1.083903617,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
0.8614309648,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
1.765062953,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
1.522293798,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.3506702005,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
0.2453240731,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
0.9933130126,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
1.242031712,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
0.2961208898,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
0.5756688607,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
0.04132455256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
1.633166337,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
1.658395551,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
0.04611373929,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
0.6117770459,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
1.091204884,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
1.483524206,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
0.2941515706,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
0.7165122421,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
1.414229287,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
1.661622369,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
0.9995602292,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
1.657993063,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
0.8292764707,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
0.5676536788,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
0.5542879814,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
0.8114027025,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
1.523076561,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
0.01653156488,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
1.645440151,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
0.821939616,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
0.2712473335,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
0.2034639062,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
1.511969393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
0.02112381835,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
0.1321125675,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
0.6678289397,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
0.5108655735,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
1.261437115,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
1.199633493,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
0.9925017292,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
0.4600892897,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
0.7703765452,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
1.494511475,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
1.730434715,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
0.2131849017,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
1.033010707,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
0.6133417466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
0.7364280558,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
0.4644581142,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
0.9263835466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
1.75276694,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
0.4744080433,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
1.083794528,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
1.549620237,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
1.778901114,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
1.569165405,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
0.536644434,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
1.620346319,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
1.721863309,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
0.876387626,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
1.757392059,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
1.14103965,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.241081886,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
0.05595200562,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
1.213273415,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
0.8781920751,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
1.429099853,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
0.8508297847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
1.221203131,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
0.4426664086,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
0.3999325583,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
0.5975838271,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
0.4613142404,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
0.0113908348,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
0.04259881235,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
1.524324938,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
0.8687121673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
1.788542155,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.7112670118,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
1.128126055,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
0.2788875268,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
1.568625289,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
0.07052898025,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
0.3662741299,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
0.1524291831,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828
1.434366422,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051
1.417632355,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832
1.344374952,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354
1.611123836,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170
1.49909323,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354
0.7630758082,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218
